Inference for Bugs model at "modelIPDNMR", fit using jags,
 2 chains, each with 1e+05 iterations (first 1000 discarded), n.thin = 10
 n.sims = 19800 iterations saved
             mu.vect sd.vect   2.5%    25%    50%    75%  97.5%  Rhat n.eff
Beta           1.219   0.131  0.965  1.130  1.218  1.306  1.480 1.001 17000
ORref[1]       0.404   0.059  0.300  0.362  0.400  0.441  0.532 1.001 20000
ORref[2]       0.509   0.114  0.320  0.428  0.498  0.577  0.761 1.001 20000
ORref[3]       0.266   0.045  0.189  0.235  0.263  0.294  0.364 1.001 20000
ORref[4]       1.000   0.000  1.000  1.000  1.000  1.000  1.000 1.000     1
be[1]          0.132   0.273 -0.411 -0.048  0.136  0.314  0.664 1.001 20000
be[2]         -0.078   0.419 -0.872 -0.365 -0.084  0.202  0.747 1.001  3800
be[3]         -0.393   0.317 -1.025 -0.603 -0.386 -0.179  0.214 1.001  3800
be[4]          0.000   0.000  0.000  0.000  0.000  0.000  0.000 1.000     1
logitp[1,1]   -6.079   1.653 -9.290 -7.191 -6.092 -4.978 -2.824 1.001 20000
logitp[2,1]   -5.129   1.405 -7.861 -6.070 -5.140 -4.193 -2.374 1.001 20000
logitp[3,1]   -4.567   1.259 -7.018 -5.412 -4.577 -3.728 -2.098 1.001 20000
logitp[4,1]   -4.165   1.154 -6.406 -4.939 -4.174 -3.397 -1.903 1.001 20000
logitp[5,1]   -3.849   1.072 -5.932 -4.568 -3.857 -3.134 -1.746 1.001 20000
logitp[6,1]   -3.588   1.005 -5.541 -4.261 -3.595 -2.921 -1.617 1.001 20000
logitp[7,1]   -3.366   0.947 -5.205 -3.999 -3.371 -2.736 -1.505 1.001 20000
logitp[8,1]   -3.171   0.897 -4.914 -3.771 -3.175 -2.574 -1.412 1.001 20000
logitp[9,1]   -2.997   0.852 -4.653 -3.565 -3.001 -2.432 -1.324 1.001 20000
logitp[10,1]  -2.840   0.811 -4.417 -3.382 -2.844 -2.300 -1.245 1.001 20000
logitp[11,1]  -2.696   0.774 -4.203 -3.213 -2.699 -2.183 -1.174 1.001 20000
logitp[12,1]  -2.563   0.740 -4.003 -3.057 -2.566 -2.071 -1.106 1.001 20000
logitp[13,1]  -2.439   0.709 -3.820 -2.912 -2.443 -1.969 -1.042 1.001 20000
logitp[14,1]  -2.324   0.679 -3.648 -2.777 -2.326 -1.874 -0.984 1.001 20000
